id_kasus,kanal,kategori,nama_kategori,teks_skenario,label_risiko,level_kesulitan,has_link,has_short_url,has_suspicious_domain,asks_otp_pin_cvv,asks_password,asks_personal_data,has_reward_claim,has_loan_offer,has_urgency,asks_transfer_fee,uses_apk_attachment,outside_official_app,risk_score_rule,indikator_ideal,tindakan_benar,feedback_tutor,basis_sumber
CYB087,Email,fake_giveaway,Hadiah/Giveaway Palsu,Anda terpilih sebagai pemenang undian. Kirim data KTP dan rekening untuk pencairan hadiah.,aman,sulit,0,0,0,0,0,1,1,0,0,0,0,0,22,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB088,Media Sosial,fake_giveaway,Hadiah/Giveaway Palsu,Selamat nomor Anda memenangkan hadiah Rp25 juta dari Shopee. Klaim sekarang di https://tinyurl.com/gb7r3o,mencurigakan,sedang,1,1,0,0,0,0,1,0,1,0,0,0,36,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB089,Email,fake_giveaway,Hadiah/Giveaway Palsu,Anda terpilih sebagai pemenang undian. Kirim data KTP dan rekening untuk pencairan hadiah.,aman,sulit,0,0,0,0,0,1,1,0,0,0,0,0,22,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB090,Media Sosial,fake_giveaway,Hadiah/Giveaway Palsu,Anda terpilih sebagai pemenang undian. Kirim data KTP dan rekening untuk pencairan hadiah.,aman,sulit,0,0,0,0,0,1,1,0,0,0,0,0,22,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB091,Marketplace Chat,fake_giveaway,Hadiah/Giveaway Palsu,Giveaway resmi BPJS! Bayar pajak hadiah dulu sebesar Rp150.000 agar dana dikirim.,aman,sulit,0,0,0,0,0,0,1,0,0,1,0,0,25,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB092,Media Sosial,fake_giveaway,Hadiah/Giveaway Palsu,Anda terpilih sebagai pemenang undian. Kirim data KTP dan rekening untuk pencairan hadiah.,aman,sulit,0,0,0,0,0,1,1,0,0,0,0,0,22,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB093,Browser/Website,fake_giveaway,Hadiah/Giveaway Palsu,Selamat nomor Anda memenangkan hadiah Rp25 juta dari BCA. Klaim sekarang di https://briupdate.info/login,mencurigakan,sedang,1,0,1,0,1,0,1,0,1,0,0,0,59,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB094,SMS,fake_giveaway,Hadiah/Giveaway Palsu,Giveaway resmi Mandiri! Bayar pajak hadiah dulu sebesar Rp150.000 agar dana dikirim.,aman,sulit,0,0,0,0,0,0,1,0,0,1,0,0,25,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB095,WhatsApp,fake_giveaway,Hadiah/Giveaway Palsu,Anda terpilih sebagai pemenang undian. Kirim data KTP dan rekening untuk pencairan hadiah.,aman,sulit,0,0,0,0,0,1,1,0,0,0,0,0,22,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB096,Media Sosial,fake_giveaway,Hadiah/Giveaway Palsu,Anda terpilih sebagai pemenang undian. Kirim data KTP dan rekening untuk pencairan hadiah.,aman,sulit,0,0,0,0,0,1,1,0,0,0,0,0,22,hadiah tidak masuk akal|biaya/pajak hadiah|meminta data rekening/KTP|link klaim palsu,Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.,"Kasus ini termasuk Hadiah/Giveaway Palsu. Perhatikan indikator: hadiah tidak masuk akal, biaya/pajak hadiah, meminta data rekening/KTP. Abaikan; jangan bayar biaya klaim dan cek pengumuman di kanal resmi.",Modus hadiah palsu dan biaya/pajak klaim hadiah
CYB097,SMS,job_scam,Lowongan Kerja Palsu,Rekrutmen Pajak.go.id via WhatsApp pribadi. Isi data KTP dan rekening di https://bit.ly/qkojtp.,mencurigakan,mudah,1,1,0,0,0,1,0,0,0,1,0,1,63,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB098,Browser/Website,job_scam,Lowongan Kerja Palsu,Lowongan kerja admin online gaji Rp8 juta tanpa interview. Bayar biaya seragam Rp100.000.,aman,sulit,0,0,0,0,0,0,0,0,0,1,0,0,15,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB099,Browser/Website,job_scam,Lowongan Kerja Palsu,Anda diterima kerja remote. Transfer biaya training agar akun kerja diaktifkan.,aman,sulit,0,0,0,0,0,0,0,0,1,1,0,0,23,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB100,Email,job_scam,Lowongan Kerja Palsu,Anda diterima kerja remote. Transfer biaya training agar akun kerja diaktifkan.,aman,sulit,0,0,0,0,0,0,0,0,1,1,0,0,23,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB101,SMS,job_scam,Lowongan Kerja Palsu,Anda diterima kerja remote. Transfer biaya training agar akun kerja diaktifkan.,aman,sulit,0,0,0,0,0,0,0,0,1,1,0,0,23,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB102,SMS,job_scam,Lowongan Kerja Palsu,Anda diterima kerja remote. Transfer biaya training agar akun kerja diaktifkan.,aman,sulit,0,0,0,0,0,0,0,0,1,1,0,0,23,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB103,Browser/Website,job_scam,Lowongan Kerja Palsu,Anda diterima kerja remote. Transfer biaya training agar akun kerja diaktifkan.,aman,sulit,0,0,0,0,0,0,0,0,1,1,0,0,23,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB104,Marketplace Chat,job_scam,Lowongan Kerja Palsu,Lowongan kerja admin online gaji Rp8 juta tanpa interview. Bayar biaya seragam Rp100.000.,aman,sulit,0,0,0,0,0,0,0,0,0,1,0,0,15,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB105,Email,job_scam,Lowongan Kerja Palsu,Rekrutmen BRI via WhatsApp pribadi. Isi data KTP dan rekening di https://bca-helpdesk.net/update.,mencurigakan,sedang,1,0,1,0,0,1,0,0,0,0,0,1,56,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB106,WhatsApp,job_scam,Lowongan Kerja Palsu,Anda diterima kerja remote. Transfer biaya training agar akun kerja diaktifkan.,aman,sulit,0,0,0,0,0,0,0,0,1,1,0,0,23,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB107,Media Sosial,job_scam,Lowongan Kerja Palsu,Rekrutmen Shopee via WhatsApp pribadi. Isi data KTP dan rekening di https://pajak-online-id.org/verifikasi.,berbahaya,mudah,1,0,1,0,0,1,0,0,0,1,0,1,71,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB108,Marketplace Chat,job_scam,Lowongan Kerja Palsu,Anda diterima kerja remote. Transfer biaya training agar akun kerja diaktifkan.,aman,sulit,0,0,0,0,0,0,0,0,1,1,0,0,23,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB109,Email,job_scam,Lowongan Kerja Palsu,Lowongan kerja admin online gaji Rp8 juta tanpa interview. Bayar biaya seragam Rp100.000.,aman,sulit,0,0,0,0,0,0,0,0,0,1,0,0,15,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB110,Marketplace Chat,job_scam,Lowongan Kerja Palsu,Rekrutmen PLN via WhatsApp pribadi. Isi data KTP dan rekening di https://wa.me/ux5qrl.,mencurigakan,sedang,1,1,0,0,0,1,0,0,0,0,0,1,48,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB111,WhatsApp,job_scam,Lowongan Kerja Palsu,Rekrutmen Shopee via WhatsApp pribadi. Isi data KTP dan rekening di https://tokopedia-voucher.net/verifikasi.,berbahaya,mudah,1,0,1,0,0,1,1,0,0,0,0,1,66,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB112,WhatsApp,job_scam,Lowongan Kerja Palsu,Rekrutmen J&T via WhatsApp pribadi. Isi data KTP dan rekening di https://cutt.ly/b0z3nx.,mencurigakan,sedang,1,1,0,0,0,1,0,0,0,0,0,1,48,biaya training/seragam|gaji tidak wajar|rekrutmen WA pribadi|meminta data sensitif,Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.,"Kasus ini termasuk Lowongan Kerja Palsu. Perhatikan indikator: biaya training/seragam, gaji tidak wajar, rekrutmen WA pribadi. Jangan bayar biaya rekrutmen; cek lowongan dari situs/akun resmi perusahaan.",Modus lowongan kerja palsu dengan biaya administrasi/training
CYB113,Marketplace Chat,password_security,Keamanan Password,Gunakan password yang sama untuk semua akun agar mudah diingat.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB114,Email,password_security,Keamanan Password,Password aman cukup memakai tanggal lahir dan nama panggilan.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB115,Browser/Website,password_security,Keamanan Password,Password aman cukup memakai tanggal lahir dan nama panggilan.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB116,Email,password_security,Keamanan Password,Simpan password di chat grup supaya tidak lupa.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB117,Browser/Website,password_security,Keamanan Password,Simpan password di chat grup supaya tidak lupa.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB118,WhatsApp,password_security,Keamanan Password,Gunakan password yang sama untuk semua akun agar mudah diingat.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB119,WhatsApp,password_security,Keamanan Password,Simpan password di chat grup supaya tidak lupa.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB120,Marketplace Chat,password_security,Keamanan Password,Gunakan password yang sama untuk semua akun agar mudah diingat.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB121,Email,password_security,Keamanan Password,Simpan password di chat grup supaya tidak lupa.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB122,SMS,password_security,Keamanan Password,Password aman cukup memakai tanggal lahir dan nama panggilan.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB123,Browser/Website,password_security,Keamanan Password,Simpan password di chat grup supaya tidak lupa.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB124,WhatsApp,password_security,Keamanan Password,Password aman cukup memakai tanggal lahir dan nama panggilan.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB125,Email,password_security,Keamanan Password,Simpan password di chat grup supaya tidak lupa.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB126,SMS,password_security,Keamanan Password,Simpan password di chat grup supaya tidak lupa.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB127,SMS,password_security,Keamanan Password,Password aman cukup memakai tanggal lahir dan nama panggilan.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB128,Media Sosial,password_security,Keamanan Password,Password aman cukup memakai tanggal lahir dan nama panggilan.,aman,sulit,0,0,0,0,1,0,0,0,0,0,0,0,15,password lemah|password sama di banyak akun|data pribadi sebagai password|tidak pakai 2FA,"Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.","Kasus ini termasuk Keamanan Password. Perhatikan indikator: password lemah, password sama di banyak akun, data pribadi sebagai password. Gunakan password unik dan kuat, aktifkan 2FA, jangan simpan di tempat publik.",Praktik keamanan akun: password kuat dan MFA
CYB129,Marketplace Chat,qris_scam,QRIS/Transfer Palsu,Pembayaran berhasil jika Anda scan QR ini dan kirim bukti transfer ke admin personal.,mencurigakan,sedang,0,0,0,0,0,0,0,0,0,1,0,1,33,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB130,Marketplace Chat,qris_scam,QRIS/Transfer Palsu,"QRIS kasir sedang error, transfer ke rekening pribadi saja.",mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB131,SMS,qris_scam,QRIS/Transfer Palsu,Pembayaran berhasil jika Anda scan QR ini dan kirim bukti transfer ke admin personal.,mencurigakan,sedang,0,0,0,0,0,0,0,0,0,1,0,1,33,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
